2015-10-13 15:34:35:062 | Loginator.App | Info | [OnStartup] Application successfully started | 
2015-10-13 15:34:35:795 | Loginator.MainWindow | Info | No new version available. Current: '4' | 
2015-10-13 16:41:51:448 | Loginator.App | Info | [OnStartup] Application successfully started | 
2015-10-13 16:41:51:992 | Loginator.MainWindow | Info | No new version available. Current: '4' | 
2015-10-13 16:42:43:680 | Loginator.App | Info | [OnStartup] Application successfully started | 
2015-10-13 16:42:44:328 | Loginator.MainWindow | Info | No new version available. Current: '4' | 
2015-10-17 16:13:00:141 | Loginator.App | Info | [OnStartup] Application successfully started | 
2015-10-17 16:13:00:802 | Loginator.MainWindow | Info | No new version available. Current: '4' | 
2015-10-19 18:27:39:847 | Loginator.App | Info | [OnStartup] Application successfully started | 
2015-10-19 18:27:40:529 | Loginator.MainWindow | Info | No new version available. Current: '4' | 
2015-10-19 18:27:41:567 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:41:567 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 1ms | 
2015-10-19 18:27:41:567 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:42:582 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:42:582 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:42:582 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:43:603 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:43:603 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:43:607 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:44:609 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:44:609 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:44:609 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:45:619 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:45:619 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:45:619 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:46:622 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:46:622 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:46:622 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:47:626 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:47:626 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:47:626 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:48:629 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:48:629 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:48:629 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:49:634 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:49:634 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:49:634 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:50:638 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:50:638 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:50:638 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:51:642 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:51:642 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:51:642 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:52:646 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:52:646 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:52:646 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:53:649 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:53:649 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:53:649 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:54:656 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:54:656 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:54:656 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:55:659 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:55:659 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:55:659 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:56:663 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:56:663 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:56:669 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:57:674 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:57:674 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:57:674 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:58:677 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:58:677 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:58:677 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:27:59:682 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
2015-10-19 18:27:59:682 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateNamespaces] 0ms | 
2015-10-19 18:27:59:682 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateLogs] 0ms | 
2015-10-19 18:28:00:687 | LogApplication.ViewModels.LoginatorViewModel | Trace | [UpdateApplications] 0ms | 
